FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
4204,-7.58397098089E+56,681,31518,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,752,-8148463.03775689,886188.67597554
4205,-7.58397098089E+56,682,31516,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,753,-8112717.1123923,906892.895027747
4206,-7.58397098089E+56,684,31492,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,754,-8102636.51400988,781867.613243984
4207,-7.58397098089E+56,686,31981,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,755,-8593741.00092998,227170.69868841
4208,-7.58397098089E+56,688,31612,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,756,-8503603.13549295,329342.728661597
4209,-7.58397098089E+56,690,31840,71,Flujo,17,Flujo de tierra,Flujo,ft,757,-8506788.10980049,336495.462557919
4210,-7.58397098088E+56,78,24905,72,Reptación,8,Reptacion de suelos,Reptación,lr,280,-8231457.90249758,489698.645860818
4211,-7.58397098088E+56,79,24900,67,Caida,20,Caida de detritos,Caida,cd,281,-8231148.6817764,490132.832723194
4212,-7.58397098088E+56,80,24933,67,Caida,20,Caida de detritos,Caida,cd,282,-8231581.59091964,489729.659156922
4213,-7.58397098088E+56,81,24932,67,Caida,23,Caida de Tierras,Caida,ct,283,-8231736.20122456,489977.765718532
4214,-7.58397098088E+56,82,24931,72,Reptación,8,Reptacion de suelos,Reptación,lr,284,-8231983.57795736,489915.739064597
4215,-7.58397098088E+56,83,24930,72,Reptación,8,Reptacion de suelos,Reptación,lr,285,-8231736.20122456,490349.927060159
4216,-7.58397098088E+56,84,24929,72,Reptación,8,Reptacion de suelos,Reptación,lr,286,-8231767.12333008,490380.940487449
4217,-7.58397098088E+56,85,24928,67,Caida,20,Caida de detritos,Caida,cd,287,-8231581.59091964,490442.967600037
4218,-7.58397098088E+56,87,24913,67,Caida,20,Caida de detritos,Caida,cd,288,-8231581.59091964,490380.940487449
4219,-7.58397098088E+56,88,24912,67,Caida,20,Caida de detritos,Caida,cd,289,-8231643.43501934,490318.913532794
4220,-7.58397098088E+56,89,24911,67,Caida,20,Caida de detritos,Caida,cd,290,-8231581.59091964,490318.913532793
4221,-7.58397098088E+56,90,24943,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,291,-8231396.05839787,489047.369869043
4222,-7.58397098088E+56,91,24942,67,Caida,20,Caida de detritos,Caida,cd,292,-8231396.05839787,489512.56655013
4223,-7.58397098088E+56,92,24941,72,Reptación,8,Reptacion de suelos,Reptación,lr,293,-8231303.29219265,489543.579665265
4224,-7.58397098088E+56,330,28688,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,484,-8451066.52019283,729242.057465297
4225,-7.58397098088E+56,331,28636,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,485,-8429019.07666145,733163.871146384
4226,-7.58397098088E+56,333,28660,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,486,-8455673.91024081,746954.671051479
4227,-7.58397098088E+56,334,28710,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,487,-8454189.65040067,724635.833142018
4228,-7.58397098088E+56,336,28653,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,488,-8419711.53036027,732385.711548405
4229,-7.58397098088E+56,337,28667,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,489,-8478556.25006446,532787.548386777
4230,-7.58397098088E+56,338,28666,71,Flujo,5,Flujo de detritos,Flujo,fd,490,-8482916.26337965,532446.218789584
4231,-7.58397098088E+56,339,28554,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,491,-8466187.41776646,731949.946937625
4232,-7.58397098088E+56,340,29631,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,492,-8617612.84723951,610248.54430998
4233,-7.58397098088E+56,341,29727,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,493,-8102945.73484238,1248018.52846407
4234,-7.58397098088E+56,520,29761,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,632,-8180962.14460289,1168691.7916031
4235,-7.58397098088E+56,521,28538,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,633,-8466187.41776646,730860.550344544
4236,-7.58397098088E+56,522,29782,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,634,-8190702.60004731,1162655.32244672
4237,-7.58397098088E+56,523,28441,71,Flujo,17,Flujo de tierra,Flujo,ft,635,-8501407.66767127,482255.793307315
4238,-7.58397098088E+56,524,28498,72,Reptación,8,Reptacion de suelos,Reptación,lr,636,-8485853.86106573,520531.661116695
4239,-7.58397098088E+56,526,28494,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,637,-8492347.49810288,512589.632020536
4240,-7.58397098088E+56,527,29784,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,638,-8224778.73304998,1171521.74258653
4241,-7.58397098088E+56,528,28655,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,639,-8415908.11438773,746363.121120553
4242,-7.58397098089E+56,691,31498,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,758,-8146329.41414624,900771.21203705
4243,-7.58397098089E+56,692,31637,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,759,-8493460.69301081,343834.421195505
4244,-7.58397098089E+56,696,31853,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,760,-8259256.8532017,896086.807543939
4245,-7.58397098089E+56,697,31586,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,761,-8494388.35539698,337888.90119589
4246,-7.58397098089E+56,698,31606,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,762,-8506045.97982476,330952.831535238
4247,-7.58397098089E+56,700,31640,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,763,-8497666.09590976,335845.196725953
4248,-7.58397098089E+56,702,31967,72,Reptación,8,Reptacion de suelos,Reptación,lr,764,-8609263.88543001,192271.690568361
4249,-7.58397098088E+56,95,24937,67,Caida,20,Caida de detritos,Caida,cd,296,-8231798.04543559,489450.540131218
4250,-7.58397098088E+56,96,24936,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,297,-8231736.20122456,489481.553334899
4251,-7.58397098088E+56,97,24935,67,Caida,20,Caida de detritos,Caida,cd,298,-8231705.27923037,489326.48754363
4252,-7.58397098088E+56,99,24934,67,Caida,20,Caida de detritos,Caida,cd,299,-8231705.27923037,489388.513758506
4253,-7.58397098088E+56,101,24950,67,Caida,20,Caida de detritos,Caida,cd,300,-8231674.35712486,488861.291901432
4254,-7.58397098088E+56,103,24949,71,Flujo,17,Flujo de tierra,Flujo,ft,301,-8231643.43501934,488737.240190959
4255,-7.58397098088E+56,93,24940,67,Caida,20,Caida de detritos,Caida,cd,294,-8231736.20122456,489543.579665265
4256,-7.58397098088E+56,94,24939,67,Caida,20,Caida de detritos,Caida,cd,295,-8231798.04543559,489481.553334899
4257,-7.58397098088E+56,104,24948,67,Caida,20,Caida de detritos,Caida,cd,302,-8231612.51291383,488582.175784433
4258,-7.58397098088E+56,105,24947,67,Caida,20,Caida de detritos,Caida,cd,303,-8231581.59091964,488489.137323526
4259,-7.58397098088E+56,106,24946,67,Caida,20,Caida de detritos,Caida,cd,304,-8231519.74670861,488365.086166473
4260,-7.58397098088E+56,108,24945,67,Caida,20,Caida de detritos,Caida,cd,305,-8231272.37008714,488396.098966359
4261,-7.58397098088E+56,11436,25327,67,Caida,23,Caida de Tierras,Caida,ct,5916,-8231148.6817764,490567.021852449
4262,-7.58397098088E+56,342,28559,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,494,-8466218.33976065,732261.207042673
4263,-7.58397098088E+56,343,28462,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,495,-8471815.23640583,690318.70019026
4264,-7.58397098088E+56,344,28457,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,496,-8471227.71684635,689914.357762169
4265,-7.58397098088E+56,345,28550,71,Flujo,5,Flujo de detritos,Flujo,fd,497,-8466249.26186617,731794.317535979
4266,-7.58397098088E+56,347,28471,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,498,-8486163.08189822,650519.520048462
4267,-7.58397098088E+56,349,28468,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,499,-8487956.56257086,642469.523882913
4268,-7.58397098088E+56,351,28506,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,500,-8472588.28848707,656829.697882402
4269,-7.58397098088E+56,352,28496,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,501,-8475587.73027286,658663.810355725
4270,-7.58397098088E+56,353,28492,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,502,-8476268.01603757,659720.781110724
4271,-7.58397098088E+56,354,28477,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,503,-8474629.14578118,661026.475893874
4272,-7.58397098088E+56,356,28454,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,504,-8467671.6776066,684658.156711148
4273,-7.58397098088E+56,357,28422,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,505,-8478370.71754269,681952.48254052
4274,-7.58397098088E+56,358,28431,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,506,-8473917.93791096,707148.036569674
4275,-7.58397098088E+56,531,28424,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,642,-8482390.58803119,492365.82951747
4276,-7.58397098088E+56,533,28634,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,643,-8428122.33626948,723297.608825259
4277,-7.58397098088E+56,535,29791,67,Caida,15,Caida de roca,Caida,cr,644,-8180869.37839767,1169918.07569049
4278,-7.58397098088E+56,537,28644,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,645,-8477937.80839946,530677.535515987
4279,-7.58397098088E+56,538,28515,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,646,-8465043.30075301,545945.420489502
4280,-7.58397098088E+56,539,29636,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,647,-8599866.97429065,555253.839319062
4281,-7.58397098088E+56,540,28650,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,648,-8417299.60802264,720994.69250501
4282,-7.58397098088E+56,541,28606,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,649,-8462353.07968841,752216.633917723
4283,-7.58397098087E+56,7807,16095,72,Reptación,8,Reptacion de suelos,Reptación,lr,3441,-8328793.50075104,1228125.96200434
4284,-7.58397098088E+56,529,29772,69,Deslizamiento,18,Deslizamiento en cuña,Deslizamiento,dc,640,-8224778.73304998,1190393.93921403
4285,-7.58397098088E+56,530,28677,71,Flujo,5,Flujo de detritos,Flujo,fd,641,-8465105.14485272,532291.069485815
4286,-7.58397098089E+56,704,31654,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,765,-8649060.6033886,132881.793002436
4287,-7.58397098089E+56,705,31928,71,Flujo,5,Flujo de detritos,Flujo,fd,766,-8081547.65497019,857598.963389567
4288,-7.58397098089E+56,706,31847,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,767,-8163831.31184067,946641.795825323
4289,-7.58397098089E+56,707,31655,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,768,-8686816.4640531,136562.341617723
4290,-7.58397098089E+56,709,31525,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,769,-8104460.91678803,854447.662708197
4291,-7.58397098089E+56,710,31641,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,770,-8497851.62843152,334389.852358796
4292,-7.58397098089E+56,712,31845,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,771,-8492563.95261884,338570.143710951
4293,-7.58397098088E+56,109,24966,67,Caida,20,Caida de detritos,Caida,cd,306,-8230653.92842214,490970.199480095
4294,-7.58397098088E+56,111,24965,67,Caida,20,Caida de detritos,Caida,cd,307,-8230623.00631663,490908.172085483
4295,-7.58397098088E+56,113,24964,67,Caida,20,Caida de detritos,Caida,cd,308,-8230684.85052766,490784.117211962
4296,-7.58397098088E+56,114,24963,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,309,-8230746.69473869,490691.076290078
4297,-7.58397098088E+56,115,24962,67,Caida,20,Caida de detritos,Caida,cd,310,-8231365.13629236,490598.035472401
4298,-7.58397098088E+56,116,24958,71,Flujo,17,Flujo de tierra,Flujo,ft,311,-8230932.22714913,490598.035472401
4299,-7.58397098088E+56,117,24956,72,Reptación,8,Reptacion de suelos,Reptación,lr,312,-8230963.14925464,490504.99464727
4300,-7.58397098088E+56,118,24954,67,Caida,20,Caida de detritos,Caida,cd,313,-8230870.38304942,490411.954037956
4301,-7.58397098088E+56,119,24953,67,Caida,20,Caida de detritos,Caida,cd,314,-8230901.30504361,490380.940487449
4302,-7.58397098088E+56,120,24951,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,315,-8230870.38304942,490349.927060159
4303,-7.58397098088E+56,121,24974,67,Caida,20,Caida de detritos,Caida,cd,316,-8231519.74670861,490598.035472401
4304,-7.58397098088E+56,122,24973,67,Caida,20,Caida de detritos,Caida,cd,317,-8231457.90249758,490691.076290078
4305,-7.58397098088E+56,123,24972,67,Caida,20,Caida de detritos,Caida,cd,318,-8231457.90249758,490722.089956341
4306,-7.58397098088E+56,361,28460,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,509,-8469990.83362769,692589.289800726
4307,-7.58397098088E+56,10881,28438,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5526,-8468815.79462005,701765.854147377
4308,-7.58397098088E+56,363,28475,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,510,-8476051.56152161,662549.821310574
4309,-7.58397098088E+56,365,28473,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,511,-8477350.28883998,664384.103555157
4310,-7.58397098088E+56,367,28440,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,512,-8469094.09334703,701765.854147377
4311,-7.58397098088E+56,359,28425,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,507,-8466156.49566095,706619.129452807
4312,-7.58397098088E+56,360,28463,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,508,-8470578.35318717,688514.732169618
4313,-7.58397098088E+56,368,28715,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,513,-8454437.02702214,724324.615341846
4314,-7.58397098088E+56,369,28430,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,514,-8493491.61500501,477976.450397134
4315,-7.58397098088E+56,370,28390,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,515,-8492285.65389185,502632.191246551
4316,-7.58397098088E+56,543,28724,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,650,-8562726.15392411,729024.18692765
4317,-7.58397098088E+56,544,28659,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,651,-8426143.32307507,741381.901284638
4318,-7.58397098088E+56,546,28612,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,652,-8463466.27459634,748293.465579415
4319,-7.58397098088E+56,547,29630,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,653,-8605924.30070621,658663.810355725
4320,-7.58397098088E+56,548,29626,71,Flujo,6,Flujo de lodo,Flujo,fl,654,-8615386.45742364,678065.233610031
4321,-7.58397098088E+56,550,28681,71,Flujo,5,Flujo de detritos,Flujo,fd,655,-8462569.53431568,537069.812342558
4322,-7.58397098088E+56,551,29633,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,656,-8609232.96343582,626341.506709212
4323,-7.58397098088E+56,553,29629,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,657,-8604842.0279038,661586.067803369
4324,-7.58397098088E+56,554,28678,71,Flujo,5,Flujo de detritos,Flujo,fd,658,-8464363.01498831,534152.881785245
4325,-7.58397098088E+56,555,28574,71,Flujo,5,Flujo de detritos,Flujo,fd,659,-8467238.76846337,740261.188953305
4326,-7.58397098088E+56,556,28647,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,660,-8485204.49740654,527481.596917545
4327,-7.58397098089E+56,713,31842,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,772,-8502891.92762272,338694.006390641
4328,-7.58397098089E+56,714,31523,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,773,-8097936.35775668,836386.262353178
4329,-7.58397098089E+56,716,31860,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,774,-8086185.96701236,749009.578425712
4330,-7.58397098089E+56,717,31983,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,775,-8593369.93599778,226706.573806466
4331,-7.58397098089E+56,719,31639,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,776,-8494048.21245897,346404.712117833
4332,-7.58397098089E+56,721,31900,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,777,-8067601.79651552,835325.870698487
4333,-7.58397098089E+56,722,31514,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,778,-8094627.6951384,878415.290792049
4334,-7.58397098088E+56,126,24969,67,Caida,20,Caida de detritos,Caida,cd,321,-8231426.98050339,490815.13091297
4335,-7.58397098088E+56,127,24968,67,Caida,20,Caida de detritos,Caida,cd,322,-8231334.21418685,490722.089956341
4336,-7.58397098088E+56,128,24967,67,Caida,20,Caida de detritos,Caida,cd,323,-8231365.13629236,490660.062635391
4337,-7.58397098088E+56,129,24978,72,Reptación,8,Reptacion de suelos,Reptación,lr,324,-8230313.78559545,491156.282165308
4338,-7.58397098088E+56,130,24977,72,Reptación,8,Reptacion de suelos,Reptación,lr,325,-8231334.21418685,491249.323608547
4339,-7.58397098088E+56,131,24976,71,Flujo,25,Crecida de detritos,Flujo,fcd,326,-8231179.6037706,490877.158349728
4340,-7.58397098088E+56,133,24975,72,Reptación,8,Reptacion de suelos,Reptación,lr,327,-8231179.6037706,490784.117211962
4341,-7.58397098088E+56,134,24981,71,Flujo,17,Flujo de tierra,Flujo,ft,328,-8230684.85052766,491311.351369765
4342,-7.58397098088E+56,124,24971,67,Caida,20,Caida de detritos,Caida,cd,319,-8231457.90249758,491001.213250603
