FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
1538,-7.58397098086E+56,7319,304,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3197,-8222604.29236693,482936.476795402
1539,-7.58397098086E+56,7320,303,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3198,-8222654.38613779,482941.438468077
1540,-7.58397098086E+56,7321,302,71,Flujo,6,Flujo de lodo,Flujo,fl,3199,-8222707.57214146,482637.533540787
1541,-7.58397098086E+56,7322,301,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3200,-8222766.6332539,482592.257949065
1542,-7.58397098086E+56,7323,295,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3201,-8222885.06483564,482472.867130757
1543,-7.58397098086E+56,7324,294,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3202,-8223065.64987395,482453.950720682
1544,-7.58397098086E+56,7325,293,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3203,-8223210.98359175,482453.02032868
1545,-7.58397098086E+56,7326,292,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3204,-8222045.83955101,482181.057940891
1546,-7.58397098086E+56,7327,291,68,Volcamiento,10,Volcamiento de roca,Volcamiento,vr,3205,-8222189.31801818,482247.730487368
1547,-7.58397098086E+56,6957,1313,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3075,-8184909.65742238,687674.039536807
1548,-7.58397098087E+56,7147,17115,71,Flujo,16,Avalancha de detritos,Avalancha,ar,3153,-8472446.27687684,148606.253824076
1549,-7.58397098086E+56,7154,1358,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3154,-8215015.70457319,656403.507677492
1550,-7.58397098086E+56,7155,227,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3155,-8185343.1850567,1079505.60723006
1551,-7.58397098086E+56,7157,587,71,Flujo,6,Flujo de lodo,Flujo,fl,3156,-8197795.50697279,537668.417534299
1552,-7.58397098086E+56,7161,1305,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3157,-8172773.66842973,685450.911409504
1553,-7.58397098088E+56,1933,30946,67,Caida,20,Caida de detritos,Caida,cd,2703,-8364422.19433536,639951.085909803
1554,-7.58397098088E+56,1934,30195,67,Caida,15,Caida de roca,Caida,cr,2704,-8416072.65695158,448383.288743596
1555,-7.58397098088E+56,1936,30699,67,Caida,15,Caida de roca,Caida,cr,2705,-8393861.28923612,451983.987386433
1556,-7.58397098088E+56,1938,30698,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2706,-8419354.24422068,620759.313945533
1557,-7.58397098088E+56,1940,30708,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2707,-8451201.63734173,632445.141225332
1558,-7.58397098089E+56,1941,31396,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2708,-8029439.61970963,623611.018079096
1559,-7.58397098089E+56,1942,31276,67,Caida,20,Caida de detritos,Caida,cd,2709,-8061227.51879674,627329.892224002
1560,-7.58397098088E+56,1943,30172,67,Caida,15,Caida de roca,Caida,cr,2710,-8449447.13084733,462078.386990514
1561,-7.58397098089E+56,1945,31290,67,Caida,20,Caida de detritos,Caida,cd,2711,-8046158.57035591,627597.420758663
1562,-7.58397098089E+56,1946,31288,67,Caida,20,Caida de detritos,Caida,cd,2712,-8050718.03124054,627745.012395162
1563,-7.58397098089E+56,1947,31284,67,Caida,20,Caida de detritos,Caida,cd,2713,-8053778.69874626,629257.302801341
1564,-7.58397098089E+56,1949,31282,71,Flujo,5,Flujo de detritos,Flujo,fd,2714,-8056740.10644691,628766.045350071
1565,-7.58397098089E+56,1950,31280,67,Caida,20,Caida de detritos,Caida,cd,2715,-8059277.5723459,628015.649872489
1566,-7.58397098089E+56,1951,31275,71,Flujo,2,Avalancha de rocas,Avalancha,ad,2716,-8061338.83828753,627542.112740393
1567,-7.58397098089E+56,1952,31436,67,Caida,15,Caida de roca,Caida,cr,2717,-8111993.33777609,517872.543510438
1568,-7.58397098088E+56,2038,30836,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2772,-8456700.28351565,673709.164158202
1569,-7.58397098089E+56,2039,31317,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2773,-8070062.17990103,640022.018056388
1570,-7.58397098089E+56,2040,31313,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2774,-8070472.61486358,641274.196013407
1571,-7.58397098089E+56,2042,31310,67,Caida,20,Caida de detritos,Caida,cd,2775,-8070329.79195689,643121.740531206
1572,-7.58397098089E+56,2043,31307,67,Caida,20,Caida de detritos,Caida,cd,2776,-8071627.99985852,645591.781136756
1573,-7.58397098089E+56,2046,31286,67,Caida,20,Caida de detritos,Caida,cd,2779,-8051825.66017393,627350.399558724
1574,-7.58397098088E+56,2047,31038,67,Caida,20,Caida de detritos,Caida,cd,2780,-8387707.1767572,487434.708194904
1575,-7.58397098088E+56,2048,30774,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2781,-8337356.09045198,696371.525311771
1576,-7.58397098088E+56,2049,30772,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2782,-8340298.2094905,701161.640456154
1577,-7.58397098088E+56,2050,30765,71,Flujo,5,Flujo de detritos,Flujo,fd,2783,-8349689.20355365,714156.900451554
1578,-7.58397098089E+56,2044,31297,67,Caida,20,Caida de detritos,Caida,cd,2777,-8036796.91042575,625257.748789168
1579,-7.58397098089E+56,2045,31292,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2778,-8043864.15197471,627958.477248673
1580,-7.58397098089E+56,1954,31434,67,Caida,23,Caida de Tierras,Caida,ct,2718,-8106043.53363217,540700.070394829
1581,-7.58397098089E+56,1956,31431,72,Reptación,8,Reptacion de suelos,Reptación,lr,2719,-8103232.15989219,537644.70910253
1582,-7.58397098089E+56,1957,31424,67,Caida,20,Caida de detritos,Caida,cd,2720,-8112349.33750765,551369.617966583
1583,-7.58397098089E+56,1959,31244,67,Caida,20,Caida de detritos,Caida,cd,2721,-8388404.53147339,487181.672057909
1584,-7.58397098089E+56,1960,31242,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2722,-8389384.58827033,486997.347375632
1585,-7.58397098088E+56,1962,30941,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2723,-8360745.20023496,665217.607048717
1586,-7.58397098088E+56,1963,30809,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2724,-8394189.37248841,657468.522390884
1587,-7.58397098088E+56,1964,30796,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2725,-8408644.24699579,665341.712623872
1588,-7.58397098088E+56,1966,30762,71,Flujo,5,Flujo de detritos,Flujo,fd,2726,-8357490.69978097,709004.896971423
1589,-7.58397098088E+56,1967,30748,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2727,-8364257.85615408,711590.032982477
1590,-7.58397098088E+56,1969,30737,67,Caida,20,Caida de detritos,Caida,cd,2728,-8362975.3422969,709903.811175355
1591,-7.58397098088E+56,1971,30501,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2729,-8292052.16885625,444036.333215286
1592,-7.58397098088E+56,1972,30926,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2730,-8362596.10940838,671319.641505337
1593,-7.58397098088E+56,1974,30913,71,Flujo,5,Flujo de detritos,Flujo,fd,2731,-8333448.65921704,663382.615987356
1594,-7.58397098088E+56,1975,30764,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2732,-8349708.45681618,703597.016832223
1595,-7.58397098088E+56,1977,30742,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,2733,-8364457.12383122,711679.421456888
1596,-7.58397098088E+56,1979,30735,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2734,-8360437.39004305,707965.348940518
1597,-7.58397098089E+56,1981,31298,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2735,-8058190.40148589,656776.876246064
1598,-7.58397098089E+56,1983,31417,67,Caida,20,Caida de detritos,Caida,cd,2736,-8077476.50326582,591936.04194494
1599,-7.58397098089E+56,1984,31397,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2737,-8155874.03389342,495926.343556409
1600,-7.58397098089E+56,1985,31392,67,Caida,15,Caida de roca,Caida,cr,2738,-8163125.60816267,509627.037024345
1601,-7.58397098089E+56,1986,31338,67,Caida,20,Caida de detritos,Caida,cd,2739,-8181202.11235565,488878.349052568
1602,-7.58397098088E+56,10852,31132,71,Flujo,5,Flujo de detritos,Flujo,fd,5508,-8404247.74404206,553581.682702344
1603,-7.58397098088E+56,1988,31051,67,Caida,23,Caida de Tierras,Caida,ct,2740,-8443562.22596654,583712.578162167
1604,-7.58397098088E+56,1990,31049,67,Caida,15,Caida de roca,Caida,cr,2741,-8445645.68155623,588062.754057689
1605,-7.58397098088E+56,1991,31046,67,Caida,15,Caida de roca,Caida,cr,2742,-8445250.49736392,586177.279281417
1606,-7.58397098088E+56,1993,30974,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2743,-8426251.48855074,543017.731986739
1607,-7.58397098088E+56,1995,30972,67,Caida,20,Caida de detritos,Caida,cd,2744,-8427525.87408134,546283.806782585
1608,-7.58397098088E+56,1997,30969,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2745,-8427366.24193154,551159.219946401
1609,-7.58397098088E+56,1998,30966,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2746,-8420003.57081048,544843.757815921
1610,-7.58397098088E+56,2000,30956,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2747,-8410154.46754305,585956.60628024
1611,-7.58397098088E+56,2002,30950,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2748,-8365007.95749591,637603.544825993
1612,-7.58397098088E+56,2003,30949,67,Caida,15,Caida de roca,Caida,cr,2749,-8364596.40933844,640691.62588424
1613,-7.58397098088E+56,2005,30943,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2750,-8366368.2816734,635468.423405268
1614,-7.58397098088E+56,2007,30942,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2751,-8366784.50524948,638193.806299608
1615,-7.58397098088E+56,2009,30940,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2752,-8364675.44617691,670325.98777528
1616,-7.58397098088E+56,2010,30934,71,Flujo,5,Flujo de detritos,Flujo,fd,2753,-8412942.90946793,585716.706232558
1617,-7.58397098088E+56,2012,30922,67,Caida,20,Caida de detritos,Caida,cd,2754,-8354733.94773212,668984.799215472
1618,-7.58397098088E+56,2013,30909,67,Caida,20,Caida de detritos,Caida,cd,2755,-8333078.07663219,662799.280495314
1619,-7.58397098088E+56,10871,30881,67,Caida,15,Caida de roca,Caida,cr,5519,-8354280.40741371,618449.872589619
1620,-7.58397098088E+56,2014,30939,72,Reptación,8,Reptacion de suelos,Reptación,lr,2756,-8365251.30190279,670433.22145143
1621,-7.58397098088E+56,2015,30779,67,Caida,15,Caida de roca,Caida,cr,2757,-8366253.86683285,686702.104864385
1622,-7.58397098089E+56,2016,31390,67,Caida,20,Caida de detritos,Caida,cd,2758,-8009095.83437827,651560.176840652
1623,-7.58397098089E+56,2018,31384,67,Caida,15,Caida de roca,Caida,cr,2759,-8168874.25798673,510908.294931629
1624,-7.58397098089E+56,2019,31380,67,Caida,20,Caida de detritos,Caida,cd,2760,-8163612.40829592,490970.075437546
1625,-7.58397098089E+56,2020,31349,67,Caida,20,Caida de detritos,Caida,cd,2761,-8022181.89815545,661179.11964078
1626,-7.58397098088E+56,2022,31106,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2762,-8359414.15308355,514485.048876536
1627,-7.58397098089E+56,2024,31345,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2763,-7897222.86808616,643621.969685707
1628,-7.58397098089E+56,2026,31258,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2764,-8386474.80810049,496827.748702269
1629,-7.58397098089E+56,2028,31238,67,Caida,20,Caida de detritos,Caida,cd,2765,-8378236.72050382,488792.716111022
1630,-7.58397098088E+56,2029,31028,67,Caida,20,Caida de detritos,Caida,cd,2766,-8378214.09793426,488799.26607895
1631,-7.58397098088E+56,2030,31113,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2767,-8361143.50137302,525756.453143316
1632,-7.58397098089E+56,2032,31454,67,Caida,15,Caida de roca,Caida,cr,2768,-8237800.94897662,383094.973617538
1633,-7.58397098089E+56,2034,31452,70,Propagación lateral,19,Propagacion Lateral por licuacion,Propagación Lateral,el,2769,-8235008.68511967,374349.656742694
1634,-7.58397098089E+56,2035,31457,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2770,-8238295.87543269,390199.467844754
1635,-7.58397098089E+56,2037,31456,72,Reptación,8,Reptacion de suelos,Reptación,lr,2771,-8240613.6214811,388978.145615642
1636,-7.58397098088E+56,1916,30212,67,Caida,15,Caida de roca,Caida,cr,2692,-8440964.58564888,451532.012086061
1637,-7.58397098088E+56,1918,30201,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2693,-8419623.41474942,448327.379826166
1638,-7.58397098089E+56,1920,31371,67,Caida,23,Caida de Tierras,Caida,ct,2694,-8026529.91378988,648873.606994393
1639,-7.58397098088E+56,1922,30188,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2695,-8444475.78795809,469285.081938986
1640,-7.58397098088E+56,1923,30182,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2696,-8437287.480229,468776.637627446
1641,-7.58397098088E+56,1925,30277,71,Flujo,16,Avalancha de detritos,Avalancha,ar,2697,-8453787.66336295,463970.846674928
1642,-7.58397098088E+56,1926,30173,67,Caida,20,Caida de detritos,Caida,cd,2698,-8457754.34784778,457646.271236805
1643,-7.58397098089E+56,1927,31254,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2699,-8382672.35693397,495046.609356919
1644,-7.58397098089E+56,1929,31251,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2700,-8371689.90993078,477636.394547687
1645,-7.58397098088E+56,1930,31052,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2701,-8382419.50094452,494660.916817559
1646,-7.58397098088E+56,1932,30947,67,Caida,20,Caida de detritos,Caida,cd,2702,-8364314.99366572,640275.539591187
1647,-7.58397098086E+56,7003,1317,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3081,-8175158.68851998,706491.570207082
1648,-7.58397098087E+56,7013,17133,67,Caida,15,Caida de roca,Caida,cr,3083,-8092684.94103986,587951.841202394
1649,-7.58397098086E+56,7007,254,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3082,-8270630.30368242,619930.569127027
1650,-7.58397098086E+56,7016,1404,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3084,-8081153.08915764,725406.726908494
1651,-7.58397098086E+56,7018,1407,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3085,-8092302.66389722,740258.075870296
1652,-7.58397098086E+56,7123,1420,72,Reptación,9,Solifluxion,Reptación,ls,3148,-8140802.7106739,797422.995406629
1653,-7.58397098086E+56,7124,1418,72,Reptación,9,Solifluxion,Reptación,ls,3149,-8140677.78549231,797449.17330604
1654,-7.58397098086E+56,7125,1432,71,Flujo,17,Flujo de tierra,Flujo,ft,3150,-8141036.79085011,797279.329312257
1655,-7.58397098086E+56,7131,1277,71,Flujo,17,Flujo de tierra,Flujo,ft,3151,-8136307.87698758,791130.108494614
1656,-7.58397098086E+56,7133,1284,71,Flujo,6,Flujo de lodo,Flujo,fl,3152,-8136523.40387821,791254.438043563
1657,-7.58397098087E+56,7023,17329,67,Caida,15,Caida de roca,Caida,cr,3086,-8543728.2483984,119407.739797964
1658,-7.58397098086E+56,7024,1309,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3087,-8159184.96008223,739825.051185851
1659,-7.58397098086E+56,7026,1270,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3088,-8218948.99321078,672472.077749116
1660,-7.58397098086E+56,7027,413,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3089,-8270579.90066602,619020.275453091
1661,-7.58397098086E+56,7028,1337,72,Reptación,9,Solifluxion,Reptación,ls,3090,-8143003.74435879,788715.244690873
1662,-7.58397098086E+56,7029,1335,72,Reptación,9,Solifluxion,Reptación,ls,3091,-8143230.40319851,788633.608658051
1663,-7.58397098086E+56,7030,1334,72,Reptación,9,Solifluxion,Reptación,ls,3092,-8142910.35966248,788983.834358231
1664,-7.58397098086E+56,7031,1332,72,Reptación,9,Solifluxion,Reptación,ls,3093,-8142998.17838425,788928.994591752
1665,-7.58397098086E+56,7032,1330,72,Reptación,9,Solifluxion,Reptación,ls,3094,-8143599.92212563,788833.025111992
1666,-7.58397098086E+56,7033,1328,72,Reptación,9,Solifluxion,Reptación,ls,3095,-8143666.40457456,788739.860215904
1667,-7.58397098086E+56,7036,1318,72,Reptación,9,Solifluxion,Reptación,ls,3098,-8143601.15899649,789654.379593714
1668,-7.58397098086E+56,7037,1315,72,Reptación,9,Solifluxion,Reptación,ls,3099,-8143233.80467687,789565.575537378
1669,-7.58397098086E+56,7040,1286,72,Reptación,9,Solifluxion,Reptación,ls,3100,-8143111.04399145,789402.924155262
1670,-7.58397098086E+56,7034,1324,72,Reptación,9,Solifluxion,Reptación,ls,3096,-8144069.3192376,788889.734348947
1671,-7.58397098086E+56,7035,1321,72,Reptación,9,Solifluxion,Reptación,ls,3097,-8143594.35615109,789015.616477567
1672,-7.58397098086E+56,7042,1456,72,Reptación,9,Solifluxion,Reptación,ls,3101,-8139885.56174572,789670.270912736
1673,-7.58397098086E+56,7043,1294,72,Reptación,9,Solifluxion,Reptación,ls,3102,-8144125.90671962,787133.336196672
1674,-7.58397098086E+56,7044,1293,72,Reptación,9,Solifluxion,Reptación,ls,3103,-8143330.59074022,789011.877436687
1675,-7.58397098086E+56,7045,1458,72,Reptación,9,Solifluxion,Reptación,ls,3104,-8139785.06495846,789619.169504021
1676,-7.58397098086E+56,7046,1296,72,Reptación,9,Solifluxion,Reptación,ls,3105,-8144153.73659232,797130.677335121
1677,-7.58397098086E+56,7047,1463,71,Flujo,6,Flujo de lodo,Flujo,fl,3106,-8139407.5064264,791809.095042823
1678,-7.58397098086E+56,7048,1462,72,Reptación,9,Solifluxion,Reptación,ls,3107,-8139764.34717671,791293.700080334
1679,-7.58397098086E+56,7049,1301,72,Reptación,9,Solifluxion,Reptación,ls,3108,-8144047.36458498,789733.524506314
1680,-7.58397098086E+56,7050,1299,72,Reptación,9,Solifluxion,Reptación,ls,3109,-8144521.09091194,787115.887862375
1681,-7.58397098086E+56,7051,1298,72,Reptación,9,Solifluxion,Reptación,ls,3110,-8144397.09335566,787033.319648925
1682,-7.58397098086E+56,7052,1304,72,Reptación,9,Solifluxion,Reptación,ls,3111,-8144194.55366474,789675.879601535
1683,-7.58397098089E+56,11982,34887,67,Caida,15,Caida de roca,Caida,cr,6307,-8517148.24366944,255861.924138129
1684,-7.58397098089E+56,11983,34888,67,Caida,15,Caida de roca,Caida,cr,6308,-8517037.85191528,253933.320854319
1685,-7.58397098089E+56,11984,34889,67,Caida,15,Caida de roca,Caida,cr,6309,-8517169.27069673,253761.567440393
1686,-7.58397098089E+56,11985,34890,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6310,-8517159.37561852,253863.072169975
1687,-7.58397098089E+56,11986,34891,67,Caida,15,Caida de roca,Caida,cr,6311,-8517155.66500594,253652.326078766
1688,-7.58397098089E+56,11987,34892,67,Caida,15,Caida de roca,Caida,cr,6312,-8517165.8693297,253515.851909477
1689,-7.58397098089E+56,11988,34893,67,Caida,15,Caida de roca,Caida,cr,6313,-8516909.52525533,253452.411625013
1690,-7.58397098086E+56,7058,1306,72,Reptación,9,Solifluxion,Reptación,ls,3112,-8144039.94335981,789438.445603094
1691,-7.58397098089E+56,11989,34894,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6314,-8517269.76748399,253257.44880426
1692,-7.58397098089E+56,11990,34895,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6315,-8517382.32384565,253253.116287441
1693,-7.58397098089E+56,11991,34896,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6316,-8524775.08662883,271976.713902479
1694,-7.58397098086E+56,7061,1465,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3113,-8140117.1681802,791682.894486029
1695,-7.58397098086E+56,7062,1341,71,Flujo,6,Flujo de lodo,Flujo,fl,3114,-8140939.69554122,801415.891638394
1696,-7.58397098086E+56,7063,1349,72,Reptación,9,Solifluxion,Reptación,ls,3115,-8141362.09111514,794401.416226886
1697,-7.58397098089E+56,11992,34897,71,Flujo,12,Deslizamiento por flujo,Flujo,df,6317,-8525832.40093349,271498.662195279
1698,-7.58397098086E+56,7065,1346,71,Flujo,17,Flujo de tierra,Flujo,ft,3116,-8140955.77497374,794573.120484622
1699,-7.58397098086E+56,7066,1345,72,Reptación,9,Solifluxion,Reptación,ls,3117,-8140981.74948449,794664.426122577
1700,-7.58397098086E+56,7067,1344,72,Reptación,9,Solifluxion,Reptación,ls,3118,-8141504.0234659,794006.280613162
1701,-7.58397098089E+56,11993,34898,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6318,-8524775.08662883,271976.713902479
1702,-7.58397098086E+56,7069,1342,72,Reptación,9,Solifluxion,Reptación,ls,3119,-8141931.67588013,793757.608439658
1703,-7.58397098089E+56,11994,34899,71,Flujo,12,Deslizamiento por flujo,Flujo,df,6319,-8523850.29550629,270810.116931008
1704,-7.58397098089E+56,11954,34859,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6279,-8521123.2772274,269052.076639482
1705,-7.58397098089E+56,11995,34900,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6320,-8157436.93483123,537555.771436759
1706,-7.58397098086E+56,7071,1354,71,Flujo,17,Flujo de tierra,Flujo,ft,3120,-8142358.70980328,793288.001563925
1707,-7.58397098089E+56,11996,34901,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6321,-8159139.81379482,536772.838909162
1708,-7.58397098089E+56,11999,34902,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6322,-8154843.19069575,541659.240037457
1709,-7.58397098086E+56,7073,1211,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3121,-8138207.72966756,796078.595121928
1710,-7.58397098089E+56,12000,34905,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6323,-8173967.87921403,556816.996618159
1711,-7.58397098089E+56,12001,34906,67,Caida,20,Caida de detritos,Caida,cd,6324,-8173678.13929243,555774.370683947
1712,-7.58397098086E+56,7074,1357,72,Reptación,9,Solifluxion,Reptación,ls,3122,-8141729.7546803,792501.489734658
1713,-7.58397098089E+56,12002,34907,72,Reptación,8,Reptacion de suelos,Reptación,lr,6325,-8174279.57378826,555580.0633479
1714,-7.58397098086E+56,7075,1365,72,Reptación,9,Solifluxion,Reptación,ls,3123,-8142451.16676296,791413.66766209
1715,-7.58397098089E+56,12003,34908,67,Caida,20,Caida de detritos,Caida,cd,6326,-8168958.50212833,557782.346606967
1716,-7.58397098089E+56,12004,34909,72,Reptación,8,Reptacion de suelos,Reptación,lr,6327,-8177897.45723904,559008.142369015
1717,-7.58397098089E+56,12005,34910,72,Reptación,8,Reptacion de suelos,Reptación,lr,6328,-8176906.40452543,559709.98091908
1718,-7.58397098089E+56,12006,34911,72,Reptación,8,Reptacion de suelos,Reptación,lr,6329,-8176572.44605305,559718.982923185
1719,-7.58397098089E+56,12007,34912,72,Reptación,8,Reptacion de suelos,Reptación,lr,6330,-8176572.44605305,559910.197102275
1720,-7.58397098086E+56,7078,634,71,Flujo,6,Flujo de lodo,Flujo,fl,3125,-8217946.19016832,583524.405362667
1721,-7.58397098086E+56,7079,633,71,Flujo,6,Flujo de lodo,Flujo,fl,3126,-8200618.07455549,590116.036474623
1722,-7.58397098089E+56,12008,34913,72,Reptación,8,Reptacion de suelos,Reptación,lr,6331,-8176182.82783527,560845.47770957
1723,-7.58397098086E+56,7076,1363,72,Reptación,9,Solifluxion,Reptación,ls,3124,-8142402.61910851,791576.948515364
1724,-7.58397098086E+56,7080,632,71,Flujo,6,Flujo de lodo,Flujo,fl,3127,-8206984.31244668,594408.526559858
1725,-7.58397098089E+56,12009,34914,72,Reptación,8,Reptacion de suelos,Reptación,lr,6332,-8172776.14217145,560840.821416796
1726,-7.58397098089E+56,12010,34915,72,Reptación,8,Reptacion de suelos,Reptación,lr,6333,-8174134.23995913,559578.055914362
1727,-7.58397098089E+56,12011,34916,72,Reptación,8,Reptacion de suelos,Reptación,lr,6334,-8176906.40452543,558693.077633898
1728,-7.58397098086E+56,7082,1472,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3128,-8130374.54812829,747744.867168299
1729,-7.58397098089E+56,12012,34917,72,Reptación,8,Reptacion de suelos,Reptación,lr,6335,-8176082.33104801,558277.442722036
1730,-7.58397098089E+56,12013,34918,67,Caida,20,Caida de detritos,Caida,cd,6336,-8172353.12810644,558270.613800393
1731,-7.58397098089E+56,12014,34919,67,Caida,15,Caida de roca,Caida,cr,6337,-8170127.04753612,559985.937952135
1732,-7.58397098089E+56,12015,34920,67,Caida,15,Caida de roca,Caida,cr,6338,-8170705.5996427,558390.430620387
1733,-7.58397098089E+56,12016,34921,67,Caida,15,Caida de roca,Caida,cr,6339,-8175623.44739404,561015.275981721
1734,-7.58397098089E+56,12017,34922,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6340,-8171707.78430539,559972.59011599
1735,-7.58397098089E+56,12019,34923,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,6341,-8091313.28887966,741797.472922386
1736,-7.58397098089E+56,12020,34924,67,Caida,15,Caida de roca,Caida,cr,6342,-8173488.58691253,567480.325009303
1737,-7.58397098089E+56,12021,34925,72,Reptación,8,Reptacion de suelos,Reptación,lr,6343,-8177997.64478075,564152.115294825
1738,-7.58397098089E+56,12022,34926,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6344,-8171930.11404143,565945.809049867
1739,-7.58397098089E+56,12023,34927,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6345,-8171964.12837976,565649.650933024
1740,-7.58397098089E+56,12024,34928,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6346,-8658783.74252963,120933.917557536
1741,-7.58397098089E+56,12025,34929,67,Caida,20,Caida de detritos,Caida,cd,6347,-8413256.50704884,927379.998171114
1742,-7.58397098089E+56,12026,34930,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6348,-8574402.64077169,168157.982722778
